,Subjs,Block,Trial,Cond,Tap,P1,P2,Asyns_c,Asyns_p1,Asyns_p2,Peak_interval,Effector,Period
11270,40,2,4,M2,6,4.0,16.0,-13.0,-9.0,3.0,12.0,M,666
11271,40,2,4,M2,7,4.0,18.0,-13.0,-9.0,5.0,14.0,M,666
11272,40,2,4,M2,8,3.0,19.0,1.0,4.0,20.0,16.0,M,666
11273,40,2,4,M2,9,3.0,22.0,1.0,4.0,23.0,19.0,M,666
11274,40,2,5,M1,1,4.0,18.0,-9.0,-5.0,9.0,14.0,M,444
11275,40,2,5,M1,2,3.0,17.0,-21.0,-18.0,-4.0,14.0,M,444
11276,40,2,5,M1,3,4.0,21.0,-15.0,-11.0,6.0,17.0,M,444
11277,40,2,5,M1,4,4.0,19.0,-6.0,-2.0,13.0,15.0,M,444
11278,40,2,5,M1,5,4.0,15.0,-23.0,-19.0,-8.0,11.0,M,444
11279,40,2,5,M1,6,4.0,20.0,-0.0,4.0,20.0,16.0,M,444
11280,40,2,5,M1,7,3.0,19.0,6.0,9.0,25.0,16.0,M,444
11281,40,2,5,M1,8,3.0,24.0,8.0,11.0,32.0,21.0,M,444
11282,40,2,5,M1,9,3.0,15.0,-2.0,1.0,13.0,12.0,M,444
11283,40,2,5,M1,10,4.0,16.0,-12.0,-8.0,4.0,12.0,M,444
11284,40,2,5,M1,11,4.0,16.0,7.0,11.0,23.0,12.0,M,444
11285,40,2,5,M1,12,3.0,14.0,-17.0,-14.0,-3.0,11.0,M,444
11286,40,2,5,M1,13,5.0,17.0,-1.0,4.0,16.0,12.0,M,444
11287,40,2,5,M1,14,4.0,16.0,-34.0,-30.0,-18.0,12.0,M,444
11288,40,2,5,M1,15,4.0,14.0,-20.0,-16.0,-6.0,10.0,M,444
11289,40,2,5,M1,16,4.0,16.0,-34.0,-30.0,-18.0,12.0,M,444
11290,40,2,5,M1,17,4.0,16.0,-41.0,-37.0,-25.0,12.0,M,444
11291,40,2,5,M1,18,4.0,17.0,-31.0,-27.0,-14.0,13.0,M,444
11292,40,2,5,M1,19,3.0,17.0,-9.0,-6.0,8.0,14.0,M,444
11293,40,2,6,M2,1,3.0,20.0,-32.0,-29.0,-12.0,17.0,M,666
11294,40,2,6,M2,2,3.0,21.0,-8.0,-5.0,13.0,18.0,M,666
11295,40,2,6,M2,3,4.0,17.0,-44.0,-40.0,-27.0,13.0,M,666
11296,40,2,6,M2,4,4.0,15.0,-33.0,-29.0,-18.0,11.0,M,666
11297,40,2,6,M2,5,4.0,16.0,-38.0,-34.0,-22.0,12.0,M,666
11298,40,2,6,M2,6,4.0,18.0,-59.0,-55.0,-41.0,14.0,M,666
11299,40,2,6,M2,7,4.0,19.0,-12.0,-8.0,7.0,15.0,M,666
11300,40,2,6,M2,8,4.0,17.0,-8.0,-4.0,9.0,13.0,M,666
11301,40,2,6,M2,9,4.0,23.0,-39.0,-35.0,-16.0,19.0,M,666
11302,40,2,7,M1,1,4.0,20.0,-40.0,-36.0,-20.0,16.0,M,444
11303,40,2,7,M1,2,3.0,17.0,-52.0,-49.0,-35.0,14.0,M,444
11304,40,2,7,M1,3,4.0,17.0,-36.0,-32.0,-19.0,13.0,M,444
11305,40,2,7,M1,4,4.0,18.0,-40.0,-36.0,-22.0,14.0,M,444
11306,40,2,7,M1,5,3.0,22.0,-41.0,-38.0,-19.0,19.0,M,444
11307,40,2,7,M1,6,3.0,17.0,-46.0,-43.0,-29.0,14.0,M,444
11308,40,2,7,M1,7,4.0,19.0,-21.0,-17.0,-2.0,15.0,M,444
11309,40,2,7,M1,8,4.0,17.0,-42.0,-38.0,-25.0,13.0,M,444
11310,40,2,7,M1,9,5.0,19.0,-40.0,-35.0,-21.0,14.0,M,444
11311,40,2,7,M1,10,3.0,15.0,-30.0,-27.0,-15.0,12.0,M,444
11312,40,2,7,M1,11,5.0,19.0,-33.0,-28.0,-14.0,14.0,M,444
11313,40,2,7,M1,12,4.0,21.0,-48.0,-44.0,-27.0,17.0,M,444
11314,40,2,7,M1,13,4.0,16.0,-19.0,-15.0,-3.0,12.0,M,444
11315,40,2,7,M1,14,4.0,16.0,-44.0,-40.0,-28.0,12.0,M,444
11316,40,2,8,M1,1,5.0,23.0,-35.0,-30.0,-12.0,18.0,M,444
11317,40,2,8,M1,2,4.0,16.0,-67.0,-63.0,-51.0,12.0,M,444
11318,40,2,8,M1,3,3.0,16.0,-49.0,-46.0,-33.0,13.0,M,444
11319,40,2,8,M1,4,4.0,17.0,-45.0,-41.0,-28.0,13.0,M,444
11320,40,2,8,M1,5,4.0,15.0,-41.0,-37.0,-26.0,11.0,M,444
11321,40,2,8,M1,6,4.0,15.0,-56.0,-52.0,-41.0,11.0,M,444
11322,40,2,8,M1,7,5.0,21.0,-58.0,-53.0,-37.0,16.0,M,444
11323,40,2,8,M1,8,4.0,17.0,-64.0,-60.0,-47.0,13.0,M,444
11324,40,2,8,M1,9,3.0,20.0,-64.0,-61.0,-44.0,17.0,M,444
11325,40,2,8,M1,10,5.0,23.0,-74.0,-69.0,-51.0,18.0,M,444
11326,40,2,8,M1,11,4.0,17.0,-72.0,-68.0,-55.0,13.0,M,444
11327,40,2,8,M1,12,4.0,16.0,-25.0,-21.0,-9.0,12.0,M,444
11328,40,2,8,M1,13,5.0,23.0,-1.0,4.0,22.0,18.0,M,444
11329,40,2,8,M1,14,4.0,16.0,-40.0,-36.0,-24.0,12.0,M,444
11330,40,2,8,M1,15,5.0,19.0,-11.0,-6.0,8.0,14.0,M,444
11331,40,3,0,D2,6,3.0,31.0,-39.0,-36.0,-8.0,28.0,D,666
11332,40,3,0,D2,8,3.0,30.0,-31.0,-28.0,-1.0,27.0,D,666
11333,40,3,0,D2,11,4.0,41.0,-44.0,-40.0,-3.0,37.0,D,666
11334,40,3,0,D2,13,2.0,36.0,-27.0,-25.0,9.0,34.0,D,666
11335,40,3,1,D1,2,3.0,34.0,-1.0,2.0,33.0,31.0,D,444
11336,40,3,1,D1,3,3.0,33.0,-15.0,-12.0,18.0,30.0,D,444
11337,40,3,1,D1,4,3.0,41.0,-4.0,-1.0,37.0,38.0,D,444
11338,40,3,1,D1,6,3.0,36.0,-44.0,-41.0,-8.0,33.0,D,444
11339,40,3,1,D1,7,3.0,36.0,-3.0,0.0,33.0,33.0,D,444
11340,40,3,1,D1,10,3.0,35.0,-10.0,-7.0,25.0,32.0,D,444
11341,40,3,1,D1,11,3.0,29.0,-24.0,-21.0,5.0,26.0,D,444
11342,40,3,1,D1,16,3.0,33.0,6.0,9.0,39.0,30.0,D,444
11343,40,3,1,D1,17,3.0,32.0,5.0,8.0,37.0,29.0,D,444
11344,40,3,1,D1,18,4.0,41.0,-0.0,4.0,41.0,37.0,D,444
11345,40,3,1,D1,19,2.0,39.0,-25.0,-23.0,14.0,37.0,D,444
11346,40,3,2,D1,1,3.0,42.0,-45.0,-42.0,-3.0,39.0,D,444
11347,40,3,2,D1,2,3.0,43.0,-33.0,-30.0,10.0,40.0,D,444
11348,40,3,2,D1,4,3.0,40.0,-13.0,-10.0,27.0,37.0,D,444
11349,40,3,2,D1,5,3.0,44.0,-24.0,-21.0,20.0,41.0,D,444
11350,40,3,2,D1,7,3.0,40.0,-15.0,-12.0,25.0,37.0,D,444
11351,40,3,2,D1,9,3.0,46.0,-16.0,-13.0,30.0,43.0,D,444
11352,40,3,2,D1,10,3.0,38.0,-18.0,-15.0,20.0,35.0,D,444
11353,40,3,2,D1,16,3.0,32.0,9.0,12.0,41.0,29.0,D,444
11354,40,3,2,D1,17,3.0,41.0,-2.0,1.0,39.0,38.0,D,444
11355,40,3,2,D1,19,3.0,43.0,-36.0,-33.0,7.0,40.0,D,444
11356,40,3,3,D1,1,2.0,43.0,-34.0,-32.0,9.0,41.0,D,444
11357,40,3,3,D1,3,2.0,42.0,-19.0,-17.0,23.0,40.0,D,444
11358,40,3,3,D1,5,2.0,39.0,-12.0,-10.0,27.0,37.0,D,444
11359,40,3,3,D1,6,3.0,43.0,-17.0,-14.0,26.0,40.0,D,444
11360,40,3,3,D1,10,3.0,41.0,-15.0,-12.0,26.0,38.0,D,444
11361,40,3,3,D1,12,3.0,39.0,-25.0,-22.0,14.0,36.0,D,444
11362,40,3,3,D1,13,2.0,41.0,-23.0,-21.0,18.0,39.0,D,444
11363,40,3,4,D2,13,3.0,44.0,-39.0,-36.0,5.0,41.0,D,666
11364,40,3,4,D2,14,3.0,47.0,-40.0,-37.0,7.0,44.0,D,666
11365,40,3,4,D2,15,3.0,45.0,-15.0,-12.0,30.0,42.0,D,666
11366,40,3,5,D2,14,3.0,45.0,-14.0,-11.0,31.0,42.0,D,666
11367,40,3,5,D2,18,3.0,43.0,-14.0,-11.0,29.0,40.0,D,666
11368,40,3,6,D1,3,3.0,46.0,-25.0,-22.0,21.0,43.0,D,444
11369,40,3,6,D1,8,2.0,40.0,-14.0,-12.0,26.0,38.0,D,444
11370,40,3,7,D2,0,9.0,20.0,-26.0,-17.0,-6.0,11.0,D,666
11371,40,3,7,D2,4,3.0,42.0,-47.0,-44.0,-5.0,39.0,D,666
11372,40,3,7,D2,10,3.0,37.0,-21.0,-18.0,16.0,34.0,D,666
11373,40,3,7,D2,13,2.0,47.0,-23.0,-21.0,24.0,45.0,D,666
11374,40,3,7,D2,18,3.0,42.0,-47.0,-44.0,-5.0,39.0,D,666
11375,40,3,8,D2,14,3.0,43.0,-16.0,-13.0,27.0,40.0,D,666
11376,41,0,0,M2,2,3.0,33.0,67.0,70.0,100.0,30.0,M,666
11377,41,0,0,M2,3,4.0,38.0,26.0,30.0,64.0,34.0,M,666
11378,41,0,0,M2,8,4.0,37.0,-11.0,-7.0,26.0,33.0,M,666
11379,41,0,1,M2,0,3.0,32.0,-29.0,-26.0,3.0,29.0,M,666
11380,41,0,1,M2,7,3.0,17.0,37.0,40.0,54.0,14.0,M,666
11381,41,0,3,M1,2,3.0,40.0,-55.0,-52.0,-15.0,37.0,M,444
11382,41,0,3,M1,6,3.0,41.0,-7.0,-4.0,34.0,38.0,M,444
11383,41,0,3,M1,10,3.0,14.0,-36.0,-33.0,-22.0,11.0,M,444
11384,41,0,3,M1,12,3.0,35.0,-25.0,-22.0,10.0,32.0,M,444
11385,41,0,3,M1,13,3.0,23.0,-25.0,-22.0,-2.0,20.0,M,444
11386,41,0,4,M1,6,3.0,31.0,-54.0,-51.0,-23.0,28.0,M,444
11387,41,0,4,M1,12,3.0,32.0,-64.0,-61.0,-32.0,29.0,M,444
11388,41,0,6,M1,6,3.0,34.0,15.0,18.0,49.0,31.0,M,444
11389,41,0,6,M1,8,3.0,25.0,5.0,8.0,30.0,22.0,M,444
11390,41,0,6,M1,12,3.0,37.0,3.0,6.0,40.0,34.0,M,444
11391,41,0,7,M1,4,2.0,39.0,-2.0,0.0,37.0,37.0,M,444
11392,41,0,7,M1,5,3.0,31.0,2.0,5.0,33.0,28.0,M,444
11393,41,0,7,M1,6,3.0,30.0,-27.0,-24.0,3.0,27.0,M,444
11394,41,0,7,M1,7,2.0,16.0,-39.0,-37.0,-23.0,14.0,M,444
11395,41,0,7,M1,8,2.0,33.0,10.0,12.0,43.0,31.0,M,444
11396,41,0,7,M1,9,3.0,30.0,23.0,26.0,53.0,27.0,M,444
11397,41,0,7,M1,10,3.0,17.0,36.0,39.0,53.0,14.0,M,444
11398,41,0,7,M1,11,3.0,17.0,11.0,14.0,28.0,14.0,M,444
11399,41,0,7,M1,13,3.0,25.0,39.0,42.0,64.0,22.0,M,444
11400,41,0,8,M2,2,3.0,43.0,15.0,18.0,58.0,40.0,M,666
11401,41,0,8,M2,4,3.0,36.0,-45.0,-42.0,-9.0,33.0,M,666
11402,41,0,8,M2,5,3.0,25.0,5.0,8.0,30.0,22.0,M,666
11403,41,0,8,M2,6,2.0,47.0,51.0,53.0,98.0,45.0,M,666
11404,41,0,8,M2,7,3.0,26.0,78.0,81.0,104.0,23.0,M,666
11405,41,0,8,M2,8,4.0,23.0,34.0,38.0,57.0,19.0,M,666
11406,41,0,8,M2,9,3.0,33.0,78.0,81.0,111.0,30.0,M,666
11407,41,2,3,D1,2,2.0,40.0,-40.0,-38.0,0.0,38.0,D,444
11408,41,2,4,D1,1,2.0,42.0,-68.0,-66.0,-26.0,40.0,D,444
11409,41,2,4,D1,7,2.0,38.0,-28.0,-26.0,10.0,36.0,D,444
11410,41,2,4,D1,8,3.0,43.0,-29.0,-26.0,14.0,40.0,D,444
11411,41,2,4,D1,11,2.0,20.0,-33.0,-31.0,-13.0,18.0,D,444
11412,41,2,4,D1,13,3.0,41.0,-49.0,-46.0,-8.0,38.0,D,444
11413,41,2,5,D1,2,2.0,42.0,-14.0,-12.0,28.0,40.0,D,444
11414,41,2,5,D1,3,2.0,39.0,-32.0,-30.0,7.0,37.0,D,444
11415,41,2,5,D1,11,2.0,38.0,9.0,11.0,47.0,36.0,D,444
11416,41,2,5,D1,14,2.0,43.0,5.0,7.0,48.0,41.0,D,444
11417,41,2,5,D1,17,2.0,45.0,-25.0,-23.0,20.0,43.0,D,444
11418,41,3,0,M1,0,3.0,20.0,-106.0,-103.0,-86.0,17.0,M,444
11419,41,3,0,M1,1,3.0,22.0,-90.0,-87.0,-68.0,19.0,M,444
11420,41,3,0,M1,2,3.0,21.0,-93.0,-90.0,-72.0,18.0,M,444
11421,41,3,0,M1,3,4.0,21.0,-85.0,-81.0,-64.0,17.0,M,444
11422,41,3,0,M1,4,3.0,20.0,-66.0,-63.0,-46.0,17.0,M,444
11423,41,3,0,M1,5,3.0,21.0,-60.0,-57.0,-39.0,18.0,M,444
11424,41,3,0,M1,6,3.0,19.0,-57.0,-54.0,-38.0,16.0,M,444
11425,41,3,0,M1,7,3.0,21.0,-62.0,-59.0,-41.0,18.0,M,444
11426,41,3,0,M1,8,4.0,21.0,-69.0,-65.0,-48.0,17.0,M,444
11427,41,3,0,M1,9,4.0,35.0,-69.0,-65.0,-34.0,31.0,M,444
11428,41,3,0,M1,10,4.0,20.0,-67.0,-63.0,-47.0,16.0,M,444
11429,41,3,0,M1,11,3.0,20.0,-58.0,-55.0,-38.0,17.0,M,444
11430,41,3,0,M1,12,3.0,21.0,-59.0,-56.0,-38.0,18.0,M,444
11431,41,3,0,M1,13,3.0,18.0,-29.0,-26.0,-11.0,15.0,M,444
11432,41,3,0,M1,14,4.0,30.0,-44.0,-40.0,-14.0,26.0,M,444
11433,41,3,0,M1,15,3.0,21.0,-37.0,-34.0,-16.0,18.0,M,444
11434,41,3,0,M1,16,3.0,19.0,-44.0,-41.0,-25.0,16.0,M,444
11435,41,3,0,M1,17,4.0,21.0,-32.0,-28.0,-11.0,17.0,M,444
11436,41,3,0,M1,18,4.0,20.0,-44.0,-40.0,-24.0,16.0,M,444
11437,41,3,1,M1,1,4.0,35.0,-53.0,-49.0,-18.0,31.0,M,444
11438,41,3,1,M1,2,4.0,20.0,-61.0,-57.0,-41.0,16.0,M,444
11439,41,3,1,M1,3,4.0,20.0,-58.0,-54.0,-38.0,16.0,M,444
11440,41,3,1,M1,4,3.0,25.0,-58.0,-55.0,-33.0,22.0,M,444
11441,41,3,1,M1,5,4.0,20.0,-62.0,-58.0,-42.0,16.0,M,444
11442,41,3,1,M1,6,3.0,20.0,-56.0,-53.0,-36.0,17.0,M,444
11443,41,3,1,M1,7,4.0,21.0,-57.0,-53.0,-36.0,17.0,M,444
11444,41,3,1,M1,8,4.0,20.0,-69.0,-65.0,-49.0,16.0,M,444
11445,41,3,1,M1,9,4.0,19.0,-71.0,-67.0,-52.0,15.0,M,444
11446,41,3,1,M1,10,3.0,20.0,-72.0,-69.0,-52.0,17.0,M,444
11447,41,3,1,M1,11,3.0,20.0,-57.0,-54.0,-37.0,17.0,M,444
11448,41,3,1,M1,12,3.0,19.0,-55.0,-52.0,-36.0,16.0,M,444
11449,41,3,1,M1,13,3.0,20.0,-39.0,-36.0,-19.0,17.0,M,444
11450,41,3,1,M1,14,4.0,23.0,-47.0,-43.0,-24.0,19.0,M,444
11451,41,3,1,M1,15,4.0,27.0,-12.0,-8.0,15.0,23.0,M,444
11452,41,3,1,M1,16,3.0,18.0,-33.0,-30.0,-15.0,15.0,M,444
11453,41,3,1,M1,17,4.0,30.0,-50.0,-46.0,-20.0,26.0,M,444
11454,41,3,1,M1,18,4.0,32.0,-58.0,-54.0,-26.0,28.0,M,444
11455,41,3,2,M2,0,4.0,38.0,-48.0,-44.0,-10.0,34.0,M,666
11456,41,3,2,M2,1,4.0,45.0,-31.0,-27.0,14.0,41.0,M,666
11457,41,3,2,M2,2,3.0,36.0,-68.0,-65.0,-32.0,33.0,M,666
11458,41,3,2,M2,5,3.0,17.0,-73.0,-70.0,-56.0,14.0,M,666
11459,41,3,2,M2,7,4.0,39.0,-67.0,-63.0,-28.0,35.0,M,666
11460,41,3,2,M2,8,4.0,37.0,-88.0,-84.0,-51.0,33.0,M,666
11461,41,3,2,M2,9,3.0,20.0,-46.0,-43.0,-26.0,17.0,M,666
11462,41,3,2,M2,10,3.0,27.0,-74.0,-71.0,-47.0,24.0,M,666
11463,41,3,3,M2,1,4.0,19.0,-0.0,4.0,19.0,15.0,M,666
11464,41,3,3,M2,4,4.0,36.0,-9.0,-5.0,27.0,32.0,M,666
11465,41,3,3,M2,7,3.0,28.0,-21.0,-18.0,7.0,25.0,M,666
11466,41,3,3,M2,8,4.0,21.0,-13.0,-9.0,8.0,17.0,M,666
11467,41,3,3,M2,10,3.0,30.0,-16.0,-13.0,14.0,27.0,M,666
11468,41,3,3,M2,11,4.0,39.0,-38.0,-34.0,1.0,35.0,M,666
11469,41,3,4,M2,0,3.0,19.0,3.0,6.0,22.0,16.0,M,666
11470,41,3,4,M2,1,3.0,18.0,-12.0,-9.0,6.0,15.0,M,666
11471,41,3,4,M2,2,4.0,36.0,-18.0,-14.0,18.0,32.0,M,666
11472,41,3,4,M2,4,3.0,39.0,-20.0,-17.0,19.0,36.0,M,666
11473,41,3,4,M2,5,3.0,19.0,-8.0,-5.0,11.0,16.0,M,666
11474,41,3,4,M2,6,4.0,44.0,-10.0,-6.0,34.0,40.0,M,666
11475,41,3,4,M2,7,3.0,29.0,-11.0,-8.0,18.0,26.0,M,666
11476,41,3,4,M2,8,4.0,29.0,13.0,17.0,42.0,25.0,M,666
11477,41,3,5,M1,1,3.0,18.0,-41.0,-38.0,-23.0,15.0,M,444
11478,41,3,5,M1,3,3.0,28.0,-41.0,-38.0,-13.0,25.0,M,444
11479,41,3,5,M1,5,3.0,21.0,-23.0,-20.0,-2.0,18.0,M,444
11480,41,3,5,M1,6,4.0,20.0,-64.0,-60.0,-44.0,16.0,M,444
11481,41,3,5,M1,9,4.0,17.0,-40.0,-36.0,-23.0,13.0,M,444
11482,41,3,5,M1,11,4.0,38.0,-41.0,-37.0,-3.0,34.0,M,444
11483,41,3,6,M2,0,3.0,40.0,-43.0,-40.0,-3.0,37.0,M,666
11484,41,3,6,M2,2,3.0,30.0,-75.0,-72.0,-45.0,27.0,M,666
11485,41,3,8,M1,1,4.0,21.0,-52.0,-48.0,-31.0,17.0,M,444
11486,41,3,8,M1,3,3.0,29.0,-60.0,-57.0,-31.0,26.0,M,444
11487,41,3,8,M1,4,3.0,34.0,-69.0,-66.0,-35.0,31.0,M,444
11488,41,3,8,M1,5,3.0,30.0,-58.0,-55.0,-28.0,27.0,M,444
11489,41,3,8,M1,6,3.0,34.0,-58.0,-55.0,-24.0,31.0,M,444
11490,42,0,0,D1,0,3.0,34.0,-64.0,-61.0,-30.0,31.0,D,444
11491,42,0,0,D1,1,2.0,42.0,-47.0,-45.0,-5.0,40.0,D,444
11492,42,0,0,D1,3,2.0,30.0,-65.0,-63.0,-35.0,28.0,D,444
11493,42,0,0,D1,5,2.0,35.0,-54.0,-52.0,-19.0,33.0,D,444
11494,42,0,0,D1,7,2.0,36.0,-65.0,-63.0,-29.0,34.0,D,444
11495,42,0,0,D1,9,2.0,36.0,-6.0,-4.0,30.0,34.0,D,444
11496,42,0,0,D1,10,3.0,28.0,-53.0,-50.0,-25.0,25.0,D,444
11497,42,0,0,D1,11,2.0,22.0,-61.0,-59.0,-39.0,20.0,D,444
11498,42,0,1,D2,2,2.0,39.0,-48.0,-46.0,-9.0,37.0,D,666
11499,42,0,1,D2,4,3.0,40.0,-171.0,-168.0,-131.0,37.0,D,666
11500,42,0,1,D2,5,3.0,40.0,-193.0,-190.0,-153.0,37.0,D,666
11501,42,0,1,D2,6,2.0,45.0,-174.0,-172.0,-129.0,43.0,D,666
11502,42,0,1,D2,16,3.0,29.0,48.0,51.0,77.0,26.0,D,666
11503,42,0,1,D2,17,3.0,25.0,-100.0,-97.0,-75.0,22.0,D,666
11504,42,0,2,D2,1,3.0,38.0,-96.0,-93.0,-58.0,35.0,D,666
11505,42,0,2,D2,4,2.0,44.0,-105.0,-103.0,-61.0,42.0,D,666
11506,42,0,2,D2,5,3.0,32.0,-91.0,-88.0,-59.0,29.0,D,666
11507,42,0,3,D1,1,3.0,28.0,-197.0,-194.0,-169.0,25.0,D,444
11508,42,0,3,D1,2,3.0,39.0,-158.0,-155.0,-119.0,36.0,D,444
11509,42,0,3,D1,4,3.0,32.0,-136.0,-133.0,-104.0,29.0,D,444
11510,42,0,3,D1,5,3.0,33.0,-132.0,-129.0,-99.0,30.0,D,444
11511,42,0,3,D1,8,2.0,38.0,-14.0,-12.0,24.0,36.0,D,444
11512,42,0,3,D1,9,3.0,38.0,-73.0,-70.0,-35.0,35.0,D,444
11513,42,0,3,D1,10,3.0,28.0,-93.0,-90.0,-65.0,25.0,D,444
11514,42,0,3,D1,11,3.0,36.0,-175.0,-172.0,-139.0,33.0,D,444
11515,42,0,3,D1,12,3.0,40.0,-27.0,-24.0,13.0,37.0,D,444
11516,42,0,3,D1,14,2.0,47.0,-134.0,-132.0,-87.0,45.0,D,444
11517,42,0,3,D1,15,2.0,23.0,-95.0,-93.0,-72.0,21.0,D,444
11518,42,0,3,D1,17,3.0,38.0,-115.0,-112.0,-77.0,35.0,D,444
11519,42,0,4,D1,16,3.0,33.0,-64.0,-61.0,-31.0,30.0,D,444
11520,42,0,4,D1,18,3.0,34.0,-84.0,-81.0,-50.0,31.0,D,444
11521,42,0,4,D1,20,3.0,41.0,-36.0,-33.0,5.0,38.0,D,444
11522,42,0,6,D2,5,3.0,38.0,123.0,126.0,161.0,35.0,D,666
11523,42,0,6,D2,6,2.0,41.0,141.0,143.0,182.0,39.0,D,666
11524,42,1,0,M2,2,3.0,19.0,-153.0,-150.0,-134.0,16.0,M,666
11525,42,1,0,M2,3,4.0,30.0,-128.0,-124.0,-98.0,26.0,M,666
11526,42,1,0,M2,4,3.0,21.0,-39.0,-36.0,-18.0,18.0,M,666
11527,42,1,0,M2,5,3.0,32.0,18.0,21.0,50.0,29.0,M,666
11528,42,1,0,M2,8,3.0,33.0,-173.0,-170.0,-140.0,30.0,M,666
11529,42,1,0,M2,9,3.0,34.0,-166.0,-163.0,-132.0,31.0,M,666
11530,42,1,0,M2,10,2.0,32.0,-159.0,-157.0,-127.0,30.0,M,666
11531,42,1,0,M2,11,3.0,30.0,-95.0,-92.0,-65.0,27.0,M,666
11532,42,1,1,M2,0,4.0,19.0,-158.0,-154.0,-139.0,15.0,M,666
11533,42,1,1,M2,3,4.0,31.0,-226.0,-222.0,-195.0,27.0,M,666
11534,42,1,1,M2,4,3.0,27.0,-175.0,-172.0,-148.0,24.0,M,666
11535,42,1,2,M2,3,2.0,31.0,1.0,3.0,32.0,29.0,M,666
11536,42,1,2,M2,4,3.0,25.0,25.0,28.0,50.0,22.0,M,666
11537,42,1,3,M1,1,4.0,16.0,-59.0,-55.0,-43.0,12.0,M,444
11538,42,1,3,M1,3,3.0,14.0,-88.0,-85.0,-74.0,11.0,M,444
11539,42,1,4,M1,1,3.0,31.0,-38.0,-35.0,-7.0,28.0,M,444
11540,42,1,4,M1,5,3.0,17.0,-68.0,-65.0,-51.0,14.0,M,444
11541,42,1,4,M1,6,3.0,33.0,-38.0,-35.0,-5.0,30.0,M,444
11542,42,2,0,M1,0,3.0,17.0,-1.0,2.0,16.0,14.0,M,444
11543,42,2,0,M1,3,2.0,18.0,-41.0,-39.0,-23.0,16.0,M,444
11544,42,2,0,M1,4,3.0,18.0,-12.0,-9.0,6.0,15.0,M,444
11545,42,2,0,M1,5,3.0,22.0,7.0,10.0,29.0,19.0,M,444
11546,42,2,0,M1,6,2.0,28.0,-31.0,-29.0,-3.0,26.0,M,444
11547,42,2,0,M1,7,3.0,16.0,-40.0,-37.0,-24.0,13.0,M,444
11548,42,2,0,M1,8,4.0,17.0,-28.0,-24.0,-11.0,13.0,M,444
11549,42,2,0,M1,9,4.0,17.0,-29.0,-25.0,-12.0,13.0,M,444
11550,42,2,1,M1,2,4.0,26.0,-113.0,-109.0,-87.0,22.0,M,444
11551,42,2,1,M1,3,3.0,18.0,-90.0,-87.0,-72.0,15.0,M,444
11552,42,2,1,M1,6,3.0,16.0,-105.0,-102.0,-89.0,13.0,M,444
11553,42,3,0,D2,3,3.0,41.0,284.0,287.0,325.0,38.0,D,666
11554,43,0,0,M2,2,2.0,29.0,-79.0,-77.0,-50.0,27.0,M,666
11555,43,0,0,M2,5,2.0,41.0,-120.0,-118.0,-79.0,39.0,M,666
11556,43,0,0,M2,6,2.0,44.0,-131.0,-129.0,-87.0,42.0,M,666
11557,43,0,0,M2,7,1.0,32.0,-115.0,-114.0,-83.0,31.0,M,666
11558,43,0,0,M2,8,2.0,39.0,-105.0,-103.0,-66.0,37.0,M,666
11559,43,0,0,M2,11,2.0,43.0,-155.0,-153.0,-112.0,41.0,M,666
11560,43,0,0,M2,12,1.0,40.0,-137.0,-136.0,-97.0,39.0,M,666
11561,43,0,0,M2,13,1.0,20.0,-156.0,-155.0,-136.0,19.0,M,666
11562,43,0,0,M2,15,2.0,21.0,-156.0,-154.0,-135.0,19.0,M,666
11563,43,0,0,M2,16,1.0,14.0,-144.0,-143.0,-130.0,13.0,M,666
11564,43,0,1,M2,5,1.0,24.0,-82.0,-81.0,-58.0,23.0,M,666
11565,43,0,1,M2,6,1.0,37.0,-93.0,-92.0,-56.0,36.0,M,666
11566,43,0,1,M2,7,2.0,24.0,-63.0,-61.0,-39.0,22.0,M,666
11567,43,0,1,M2,11,2.0,41.0,-107.0,-105.0,-66.0,39.0,M,666
11568,43,0,1,M2,16,2.0,41.0,-147.0,-145.0,-106.0,39.0,M,666
11569,43,0,1,M2,17,2.0,37.0,-99.0,-97.0,-62.0,35.0,M,666
11570,43,0,2,M1,3,2.0,43.0,-23.0,-21.0,20.0,41.0,M,444
11571,43,0,2,M1,5,2.0,41.0,-38.0,-36.0,3.0,39.0,M,444
11572,43,0,2,M1,8,2.0,23.0,-33.0,-31.0,-10.0,21.0,M,444
11573,43,0,2,M1,12,2.0,35.0,-34.0,-32.0,1.0,33.0,M,444
11574,43,0,2,M1,14,2.0,42.0,7.0,9.0,49.0,40.0,M,444
11575,43,0,2,M1,15,2.0,41.0,11.0,13.0,52.0,39.0,M,444
11576,43,0,2,M1,18,2.0,17.0,-32.0,-30.0,-15.0,15.0,M,444
11577,43,0,3,M2,2,2.0,34.0,-58.0,-56.0,-24.0,32.0,M,666
11578,43,0,3,M2,4,2.0,35.0,-43.0,-41.0,-8.0,33.0,M,666
11579,43,0,3,M2,6,2.0,33.0,-89.0,-87.0,-56.0,31.0,M,666
11580,43,0,3,M2,8,2.0,42.0,-109.0,-107.0,-67.0,40.0,M,666
11581,43,0,3,M2,9,2.0,38.0,-105.0,-103.0,-67.0,36.0,M,666
11582,43,0,3,M2,18,2.0,21.0,-89.0,-87.0,-68.0,19.0,M,666
11583,43,0,4,M2,4,2.0,48.0,-53.0,-51.0,-5.0,46.0,M,666
